theta_x,theta_y,motor velocity_x,motor velocity_y
96.7598674297,-2.9091,96.7599172592,20.5
96.808996439,-2.9106,96.8090524673,23.1
96.8624117374,-2.9106,96.8624730110,25.47
96.9138646126,-2.9137,96.9138784409,26.13
96.9643821716,-2.9152,96.9644224644,25.77
97.013607502,-2.9106,97.0136387348,26.54
97.0627875328,-2.9137,97.0628180504,25.62
97.1160652637,-2.9122,97.1161103249,24.29
97.1652116776,-2.9091,97.1652445793,22.96
97.2143003941,-2.9106,97.2143423557,20.05
97.2676208019,-2.9091,97.2676582336,16.26
97.3167524338,-2.9091,97.3167881966,11.15
97.3701879978,-2.9076,97.3702373505,6.67
97.4189696312,-2.9106,97.4189941883,2.5
97.4739897251,-2.9076,97.4740254879,-1.74
97.5227038860,-2.9091,97.5227446556,-7.9
97.5721130371,-2.906,97.572149992,-10.52
97.6237967014,-2.906,97.6238276958,-10.88
97.6730618477,-2.9091,97.6731078625,-10.78
97.7222359180,-2.9076,97.7222795486,-12.21
97.7713165283,-2.9076,97.7713444233,-12.72
97.8248174191,-2.9076,97.8248693943,-12.72
97.8738501072,-2.9091,97.873893261,-13.06
97.9229452610,-2.9091,97.9229993820,-13.57
97.972206831,-2.9106,97.9722507,-13.5
98.0260581970,-2.9076,98.0260846615,-12.19
98.0787093639,-2.9122,98.0787479877,-10.78
98.1268348694,-2.9137,98.1268620491,-11.68
98.1774067879,-2.9106,98.1774289608,-10.52
98.2260036469,-2.9106,98.2260375023,-8.06
98.2751569748,-2.9122,98.2751915455,-3.61
98.3242871761,-2.9106,98.3243169785,1.52
98.3777520657,-2.9091,98.377802372,0.76
98.4266548157,-2.9122,98.4266910553,1.54
98.4798731804,-2.9091,98.4799058437,1.38
98.5290043354,-2.9091,98.5290634632,0.77
98.5823917389,-2.9076,98.5824260712,2.55
98.631644249,-2.9076,98.6317009926,2.56
98.6847949028,-2.906,98.6848349571,0.85
98.7408807278,-2.9091,98.7409060001,0.4
98.7887334824,-2.9076,98.7887504101,0.27
98.8361914158,-2.9091,98.8362264633,0.85
98.8852765560,-2.9076,98.8852965832,-0.29
98.9345645905,-2.9122,98.93460989,-0.81
98.9836332798,-2.9106,98.9836797714,-1.81
99.0367970467,-2.9122,99.0368461609,-4.6
99.0860228539,-2.9122,99.0860700607,-3.53
99.1353154182,50.5,99.1353683472,-7.86
99.1882572174,-3.1944,99.1883068085,-3.15
99.2335817814,-3.1929,99.2336370945,-6.51
99.2868609428,-3.1914,99.286901474,-7.18
99.3435103893,-3.1929,99.3435263634,-9.81
99.3884112835,-3.1929,99.3884527683,-10.6
99.4424743652,-3.1898,99.4425008297,-11.54
99.4880669117,3019.5,99.4880936146,-15.18
99.5369446278,-3.1975,99.536962986,-15.83
99.5897958279,-3.1975,99.5898389816,-18.47
99.6390485764,-3.1975,99.6390988827,-18.69
99.6881930828,-3.196,99.6882367134,-19.04
99.7373797894,-3.1944,99.7374069691,-18.39
99.7865278721,-3.1944,99.7865602970,-18.22
99.8398172855,-3.1944,99.8398871422,-18.69
99.888931036,-3.1929,99.8889615536,-16.28
99.9380600452,-3.1914,99.9381141663,-16.15
99.9874413013,-3.1929,99.9874837399,-13.32
100.0404310226,-3.1929,100.0405035019,-6.14
100.0895574093,-3.1898,100.0896065235,2.3
100.1447703838,-3.1898,100.1447911263,3.06
100.1960847378,-3.1898,100.1961133480,2.96
100.2475342751,-3.1883,100.2475650311,4.4
100.2945246696,-3.1883,100.2945485115,4.53
100.3475878239,-3.1883,100.3476343155,4.55
100.3967404366,-3.1868,100.396774292,5.14
100.4499900341,-3.1868,100.4500155449,5.11
100.4991538525,-3.1868,100.4991984367,6.83
100.5524001122,-3.1852,100.5524325371,9.11
100.6016018391,-3.1822,100.6016304493,12.62
100.6507806778,-3.1822,100.6508362293,15.41
100.6999950409,-3.1837,100.7000846863,17.89
100.7586779594,-3.1822,100.758695364,19.67
100.8077857494,-3.1806,100.8078165054,22.32
100.8513917923,-3.1806,100.8514316082,22.26
100.9004566669,-3.1791,100.9004876614,23.14
100.9537262917,-3.1776,100.9537696838,23.06
101.0029296875,-3.1791,101.0029625893,22.31
101.0561945438,-3.176,101.0562305450,19.73
101.1053106785,-3.176,101.1053519249,17.61
101.1545054913,-3.176,101.1545522213,12.81
101.2036776543,-3.1745,101.2037239075,7.65
101.2568645477,-3.173,101.2569274902,3.39
101.3061282635,-3.173,101.306188345,0.86
101.3596200943,-3.1699,101.3597595692,-4.02
101.4125220776,-3.1699,101.4125368595,-7.15
101.4613363743,-3.1683,101.4613718987,0.86
101.5106821060,-3.1668,101.5107111931,0.28
101.5599322319,-3.1653,101.5599808693,0.28
101.6130697727,-3.1668,101.6131083965,1.7
101.6622395515,-3.1653,101.6622865200,6.01
101.7115809917,-3.1653,101.7116315365,9.17
101.7647902966,-3.1653,101.7648572922,13.55
101.8178873062,-3.1622,101.8179595470,17.94
101.8672680855,-3.1622,101.8673162460,18.75
101.9231684208,-3.1607,101.9231975079,23.1
101.9729366302,-3.1591,101.9729537964,24.11
102.0199568272,-3.1591,102.0199744701,25.82
102.0718374252,-3.1591,102.0718791485,27.23
102.1210780144,-3.1591,102.1211137772,26.45
102.1701312065,-3.1591,102.1701688766,26.66
102.2234454155,-3.1576,102.2234859467,28.61
102.2726128101,-3.1561,102.2726545334,27.52
102.3257255554,-3.1561,102.3257696629,27.45
102.3750965595,-3.1545,102.3751592636,23.92
102.4242401123,-3.153,102.4243052006,23.29
102.4735999107,-3.1545,102.4736926556,20.18
102.5325109959,-3.1515,102.5325417519,16.01
102.5798125267,-3.153,102.5798425674,11.15
102.6292169094,-3.1499,102.6292603016,5.32
102.6779592037,-3.1499,102.6779932976,0.77
102.7270760536,-3.1484,102.7271080017,-4.06
102.7803134918,-3.1469,102.7803525925,-9.
102.8295903206,-3.1484,102.8296296597,-12.6
102.8787403107,-3.1469,102.8787770271,-15.47
102.9279713631,-3.1469,102.9280040264,-17.23
102.9812531471,-3.1453,102.9813148975,-19.95
103.0260994434,-3.1438,103.0261347294,-22.3
103.0796320438,-3.1438,103.0796732903,-24.42
103.1288943291,-3.1438,103.128937006,-25.33
103.1832237244,-3.1438,103.1832504272,-25.29
103.2349798679,-3.1438,103.2350113392,-25.21
103.2819170952,-3.1423,103.2819538116,-25.39
103.3294463158,-3.1407,103.3294675350,-22.28
103.3824462891,-3.1392,103.3824901581,-22.51
103.4317078590,-3.1407,103.4317507744,-18.13
103.4808518887,-3.1392,103.4808926582,-17.17
103.5299770832,-3.1392,103.5300240517,-13.54
103.5831277370,-3.1361,103.583152771,-2.7
103.6323068142,-3.1361,103.6323492527,2.58
103.6814181805,-3.1377,103.6814618111,8.58
103.7306182384,-3.1346,103.7306478024,12.81
103.7839334011,-3.1346,103.7839841843,18.5
103.8329873085,-3.1346,103.8330252171,20.32
103.8823883533,-3.1346,103.8824725151,22.47
103.9376518726,-3.1331,103.9376835823,24.14
103.9886147976,-3.1331,103.9886476994,27.61
104.0344991684,-3.1315,104.0345482826,28.47
104.0868833065,-3.1315,104.0869250298,29.24
104.1361143589,-3.1315,104.1361544132,30.13
104.1896169186,-3.13,104.1896634102,28.53
104.2345428467,-3.13,104.2345936298,29.01
104.2876896858,-3.13,104.2877283096,27.67
104.3368713856,-3.1285,104.3369095325,24.35
104.390073061,-3.1285,104.3901207447,19.86
104.4392740726,-3.1269,104.4393057823,15.51
104.4884057045,-3.1269,104.4884648323,8.48
104.5416598320,-3.1269,104.5417141914,3.35
104.5908668041,-3.1254,104.5909245014,-0.21
104.6442501545,-3.1269,104.6443285942,-7.62
104.7030947208,-3.1239,104.7031257153,-11.43
104.7483751774,-3.1239,104.7484197617,-12.72
104.7913575172,-3.1223,104.7913751602,-13.9
104.8482279778,-3.1223,104.8482520580,-14.01
104.8938767910,-3.1223,104.8939170837,-14.69
104.9470653534,-3.1208,104.9471018314,-15.41
104.9921698570,-3.1208,104.9922196865,-15.91
105.0454745293,-3.1193,105.0455284119,-15.45
105.094783783,-3.1193,105.0948147774,-15.57
105.1437776089,-3.1193,105.1438143253,-16.2
105.1928594112,-3.1177,105.1929104328,-16.28
105.2462069988,-3.1177,105.2462542057,-14.56
105.2993273735,-3.1162,105.2993683815,-14.99
105.3442676067,-3.1162,105.3442890644,-12.63
105.3980491161,-3.1162,105.3980679512,-13.08
105.4467892647,-3.1162,105.4468300343,-14.47
105.5024385452,-3.1131,105.5024821758,-15.3
105.5449972153,-3.1116,105.5450222492,-16.32
105.5946466923,-3.1131,105.5946693420,-17.23
105.6474959850,-3.1116,105.6475331783,-17.31
105.6966147423,-3.1101,105.6966557503,-18.73
105.7457036972,-3.1101,105.745749712,-19.9
105.7948474884,-3.1101,105.7948777676,-19.04
105.8482692242,-3.1101,105.8483207226,-20.53
105.8974950314,-3.107,105.8975369930,-19.9
105.9466495514,-3.107,105.9467127323,-19.99
105.9998054504,-3.107,105.9998393059,-21.66
106.0540056229,-3.1055,106.0540230274,-22.67
106.0994663239,-3.1039,106.0995106697,-22.8
106.1470475197,-3.1039,106.1470825672,-23.52
106.2002816200,-3.1055,106.200309515,-24.48
106.2494368553,-3.1039,106.249475956,-24.69
106.2985932827,-3.1024,106.2986199856,-26.23
106.3477442265,-3.1009,106.3477902412,-26.29
106.4009747505,-3.1024,106.401001215,-27.8
106.4501340389,-3.1009,106.4501650333,-29.43
106.4992861748,-3.0993,106.499322176,-29.25
106.5525717735,-3.0993,106.5526163578,-29.85
106.6017222404,-3.0993,106.6017520428,-29.71
106.6522841454,-3.0978,106.6523082256,-28.87
106.7087657452,-3.0978,106.7087812424,-30.92
106.7573251724,-3.0978,106.7573568821,-29.87
106.8048624992,-3.0993,106.8048768044,-29.29
106.8556017876,-3.0978,106.8556187153,-28.61
106.9048426151,-3.0963,106.9048721790,-28.06
106.9540228844,-3.0963,106.9540514946,-31.09
107.0032267570,-3.0963,107.0032625198,-31.57
107.0523927212,-3.0932,107.0524218082,-28.58
107.1054987907,-3.0932,107.1055371761,-29.5
107.1549155712,-3.0901,107.1549601555,-29.91
107.2037911415,-3.0916,107.2038345337,-29.23
107.2531046867,-3.0916,107.2531516552,-29.
107.3062551022,-3.0932,107.3062958717,-26.94
107.3555264473,-3.0916,107.3555550575,-29.43
107.4046700001,-3.0916,107.4046971798,-30.82
107.4610002041,-3.0932,107.461016655,-28.1
107.5078988075,-3.0978,107.5079157352,-27.45
107.5592634678,-3.0963,107.5592801571,-28.44
107.6051740646,-3.0993,107.6052150726,-28.94
107.6585087776,-3.0978,107.6585447788,-27.68
107.7075955868,-3.0947,107.7076356411,-25.33
107.7567796707,-3.0947,107.7568190098,-25.8
107.8059940338,-3.0932,107.806016922,-25.57
107.8552746773,-3.0932,107.8553094864,-25.38
107.9082331657,-3.0886,107.9082677364,-27.58
107.9573926926,-3.0886,107.9574334621,-25.84
108.0065412521,-3.0886,108.0065815449,-26.94
108.0578699112,-3.0901,108.0579080582,-24.74
108.1102304459,-3.0886,108.1102683544,-25.78
108.1581068039,-3.0916,108.1581265926,-25.45
108.2072224617,-3.0916,108.2072579861,-25.63
108.2604839802,-3.0947,108.2605044842,-22.77
108.3097040653,-3.0947,108.3097279072,-21.76
108.3589253426,-3.0916,108.3589539528,-18.65
108.4080677032,-3.0932,108.4081125259,-17.14
108.461340189,-3.0901,108.4613924026,-5.41
108.5103411674,-3.0886,108.5103912354,2.56
108.5596859455,-3.0886,108.5597419739,6.88
108.6127855778,-3.0901,108.6128342152,15.48
108.6619114876,-3.087,108.6619653702,22.31
108.7176663876,-3.0886,108.7176949978,25.97
108.7684364319,-3.0901,108.7684707642,29.56
108.8169562817,-3.0901,108.816975832,31.67
108.8666841984,-3.0916,108.8667049408,30.09
108.9158012867,-3.0901,108.9158365726,32.6
108.9650394917,-3.0916,108.9650616646,30.61
109.0182969570,-3.0886,109.0183439255,33.24
109.0673036575,-3.0901,109.0673511028,31.29
109.1205949783,-3.0916,109.1206274033,29.84
109.1698360443,-3.0901,109.1698710918,32.76
109.2189412117,-3.0916,109.2189860344,30.57
109.268073082,-3.0886,109.2681133747,32.18
109.3213260174,-3.0901,109.3213627338,31.53
109.3731892109,-3.0901,109.3732142448,30.83
109.4243187904,-3.0916,109.4243407249,31.88
109.4727630615,-3.0901,109.4728004932,31.14
109.5264773369,-3.0916,109.5264947414,30.13
109.5715990067,-3.0916,109.5716278553,30.54
109.6243946552,-3.0932,109.6244478226,31.23
109.6735227108,-3.0916,109.6735434532,32.9
109.7228012085,-3.0916,109.7228395939,33.21
109.7759392262,-3.0916,109.7759623528,31.64
109.8251783848,-3.0916,109.8252255917,31.57
109.8742992878,-3.0901,109.8743433952,27.99
109.9274432659,-3.0916,109.9274849892,24.99
109.9767541885,-3.0901,109.9767899513,20.73
110.0259823799,-3.087,110.0260269642,18.46
110.0791521072,-3.0916,110.0791807175,15.44
110.1292533875,-3.087,110.1292757988,13.67
110.1774089336,-3.0901,110.1774318218,12.84
110.2305989265,-3.0886,110.2306330204,12.93
110.2798061371,-3.0901,110.2798275948,15.22
110.3328950405,-3.0886,110.3329479694,20.96
110.3821015358,-3.087,110.3821320534,26.13
110.4313097000,-3.0886,110.4313576221,29.62
110.4845712185,-3.087,110.4846138954,29.96
110.5338079929,-3.087,110.5338513851,29.34
110.5872137547,-3.087,110.5873045921,29.32
110.6416912079,-3.0855,110.641715765,31.51
110.6929209232,-3.084,110.6929419041,32.62
110.741509676,-3.0855,110.7415444851,32.18
110.7890331745,-3.0855,110.7890634537,32.18
110.8407433033,-3.0855,110.8407855034,33.5
110.8899781704,-3.084,110.8900141716,29.64
111.0419089794,-3.084,111.0419359207,30.23
111.0424582958,-3.0824,111.042475462,30.95
111.0458080769,-3.0824,111.0458369255,32.82
111.0948064327,-3.0824,111.0948550701,30.03
111.1438717842,-3.0809,111.1439175606,29.89
111.1971828938,-3.0794,111.1972436905,30.28
111.2466073036,-3.0794,111.2466402054,28.44
111.2972702980,-3.0794,111.2973120213,25.62
111.3448951244,-3.0794,111.3449320793,23.97
111.3978874683,-3.0824,111.3979263306,22.86
111.4470000267,-3.0778,111.4470360279,24.13
111.5001280308,-3.0794,111.5001733303,23.86
111.5494341850,-3.0778,111.5494790077,24.99
111.6025886536,-3.0778,111.6026313305,25.74
111.6518318653,-3.0763,111.6518707275,26.13
111.7049162388,-3.0763,111.7049701214,26.3
111.7542829514,-3.0748,111.7543413639,28.66
111.8034744263,-3.0732,111.8035278320,27.64
111.8567039967,-3.0732,111.8567733765,25.68
111.9088215828,-3.0717,111.9088399410,24.18
111.9553868771,-3.0732,111.9554147720,26.78
112.0081558228,-3.0732,112.0081965923,24.18
112.0572769642,-3.0732,112.0573103428,22.81
112.1104977131,-3.0702,112.1105411053,22.06
112.1597003937,-3.0702,112.1597363949,20.84
112.2088580132,-3.0686,112.2089033127,17.68
112.2621171474,-3.0702,112.2621529102,15.22
112.3113510609,-3.0671,112.3114101887,12.99
112.3646304607,-3.0686,112.3646969795,9.91
112.4137420654,-3.0656,112.4137849808,6.85
112.4643526077,-3.0671,112.4644026756,5.8
112.5180196762,-3.064,112.5180537701,5.84
112.5658106804,-3.0656,112.5658416748,4.22
112.614274025,-3.064,112.6142926216,2.53
112.6674668789,-3.064,112.6674931049,0.43
112.7166728973,-3.0625,112.7167098522,0.28
112.7699046135,-3.0625,112.7699272633,-6.32
112.8191094398,-3.0625,112.8191585541,-9.77
112.8683087826,-3.061,112.8683502674,-12.69
112.9174220562,-3.061,112.9174673557,-13.6
112.9665770531,-3.0594,112.9666404724,-16.2
113.0158584118,-3.0594,113.0159044266,-15.54
113.0690250397,-3.0579,113.0690577030,-16.32
113.1213738918,-3.0594,113.1213898659,-14.78
113.1726164818,-3.0594,113.1726560593,-11.65
113.2204172611,-3.0564,113.2204546928,0.45
113.2694814205,-3.0548,113.2695093155,-1.8
113.3227422237,-3.0548,113.3227827549,0.76
113.3720180988,-3.0548,113.3720583916,3.43
113.4211716652,-3.0548,113.4211993217,6.74
113.4744691849,-3.0548,113.4745213985,9.25
113.5236461163,-3.0548,113.5236749649,10.98
113.5727803707,-3.0533,113.5728096962,12.53
113.6259222031,-3.0533,113.6259634495,15.37
113.6750240326,-3.0518,113.6750729084,16.58
113.7241728306,-3.0518,113.7242157459,18.71
113.7774519920,-3.0518,113.7775058746,16.84
113.8267147541,-3.0518,113.826782465,17.47
113.8800978661,-3.0502,113.8801617622,15.34
113.9303014278,-3.0502,113.9303300381,15.02
113.9906637669,-3.0518,113.9907007217,15.31
114.0317215919,-3.0518,114.0318026543,15.17
114.0804867744,-3.0502,114.0805463791,17.51
114.129786253,-3.0502,114.1298060417,18.54
114.1801064014,-3.0502,114.1801409721,19.44
114.2321856022,-3.0502,114.2322039604,20.02
114.2812948227,-3.0472,114.2813372612,20.06
114.3304080963,-3.0472,114.3304522038,20.18
114.3836388588,-3.0487,114.383671999,19.73
114.432751894,-3.0487,114.4327862263,20.5
114.4860947132,-3.0487,114.4861347675,19.73
114.5355334282,-3.0472,114.5355877876,20.14
114.588565588,-3.0487,114.5886030197,22.01
114.6377742290,-3.0472,114.6378226280,26.72
114.6908590794,-3.0487,114.6909124851,27.45
114.7453815937,-3.0472,114.7454068661,28.06
114.7931082249,-3.0456,114.7931239605,29.24
114.8424131870,-3.0487,114.8424327374,30.41
114.8916122913,-3.0487,114.8916444778,28.5
114.9449772835,-3.0472,114.9450187683,29.76
114.993973732,-3.0456,114.9940156937,28.31
115.0472438335,-3.0472,115.0472726822,29.37
115.096262455,-3.0441,115.09629035,29.76
115.1456387043,-3.0456,115.1456670761,32.53
115.1989033222,-3.0456,115.1989469528,30.85
115.247843504,-3.0441,115.2478816509,29.3
115.3074879646,-3.0441,115.3075175285,31.16
115.3532652855,-3.0441,115.3532853127,31.09
115.3998723030,-3.0426,115.399889946,31.31
115.452583313,-3.0441,115.4526040554,30.86
115.5018463135,-3.0456,115.5018885136,30.99
115.5510146618,-3.0426,115.5510499477,31.51
115.604269743,-3.0426,115.6043186188,31.14
115.6534571648,-3.0426,115.6534848213,30.44
115.7025570869,-3.041,115.7025899887,30.82
115.7558825016,-3.041,115.7559652328,29.31
115.8050458431,-3.041,115.8050916195,30.09
115.8583190441,-3.0395,115.8584134579,30.3
115.9107720852,-3.0395,115.9108004570,33.69
115.9598152637,-3.0395,115.9598443508,30.89
116.0095155239,-3.041,116.0095372200,29.89
116.0588810444,-3.0395,116.058911562,28.5
116.1080420017,-3.038,116.108083725,29.24
116.1611444950,-3.038,116.1611776352,30.71
116.2104358673,-3.038,116.2104814053,30.97
116.2596042156,-3.0364,116.2596297264,31.39
116.308737278,-3.0364,116.3087818623,32.66
116.3620028496,-3.0364,116.3620419502,29.76
116.4111552238,-3.0349,116.4111890793,30.41
116.4644827843,-3.0349,116.4645557404,30.44
116.5189316273,-3.0334,116.5189647675,30.23
116.5646440983,-3.0334,116.5646741390,32.75
116.6159155369,-3.0318,116.6159641743,29.23
116.6650066376,-3.0318,116.6650416851,30.21
116.7182381153,-3.0303,116.7182629108,29.43
116.7674221992,-3.0288,116.7674729824,29.2
116.8165791035,-3.0288,116.8166100979,29.96
116.8657464981,-3.0288,116.8657734394,30.1
116.9188983440,-3.0288,116.9189190865,30.95
116.968154192,-3.0272,116.9682047367,30.54
117.0172812939,-3.0272,117.0173311234,29.83
117.0704295635,-3.0242,117.0704905987,29.36
117.1241223812,-3.0226,117.1241576672,32.62
117.1708950996,-3.0226,117.1709239483,30.46
117.2238614559,-3.0226,117.2238988876,29.36
117.271229744,-3.0196,117.2712528706,29.92
117.3202192783,-3.0226,117.3202540874,30.97
117.3735473156,-3.0211,117.3735923767,33.31
117.4227468967,-3.0196,117.4227824211,29.5
117.4718496799,-3.0196,117.4718811512,31.42
117.5251057148,-3.0196,117.5251464844,31.52
117.5743050575,-3.0196,117.5743429661,31.59
117.6233789921,-3.018,117.6234183311,32.46
117.67689991,-3.018,117.6769561768,32.51
117.7257800102,-3.018,117.7258064747,31.02
117.7845134735,-3.018,117.7845408916,32.1
