header_update,time,theta
28:05.1,210.584908,-31.8
28:05.2,198.5470647,-31.33
28:05.2,183.9538297,-29.15
28:05.3,169.8934454,-28.19
28:05.3,157.9415458,-28.58
28:05.4,146.8662716,-28.04
28:05.4,145.6344123,-29.56
28:05.4,120.2351933,-30
28:05.5,105.9055188,-30.72
28:05.5,91.49563029,-30.32
28:05.6,79.71561803,-29.79
28:05.6,69.08152135,-29.86
28:05.7,57.21556541,-29.76
28:05.7,46.49552507,-29.5
28:05.8,31.20328152,-29.5
28:05.8,16.87360706,-30.79
28:05.9,4.308642619,-30.2
28:05.9,-6.417127305,-29.85
28:06.0,-19.77277351,-4.6
28:06.0,-33.39770987,22
28:06.1,-41.65976128,28.82
28:06.1,-47.813328,29.96
28:06.1,-53.08453971,29.72
28:06.2,-58.79692893,29.65
28:06.2,-63.71863639,31.64
28:06.3,-68.02727901,29.89
28:06.3,-72.07236104,29.89
28:06.4,-76.02576983,29.89
28:06.4,-79.89323494,28.62
28:06.5,-80.15679553,13.32
28:06.5,-77.25762909,-18.44
28:06.6,-77.08001217,-2.77
28:06.6,-79.10255319,24.74
28:06.7,-77.87069393,-0.91
28:06.7,-76.46694733,-11.04
28:06.8,-78.8389926,19.93
28:06.8,-78.92493627,3.82
28:06.9,-76.1117135,-6.64
28:06.9,-77.60713334,18.94
28:07.0,-79.01087994,12.7
28:07.0,-77.08001217,-14.36
28:07.0,-76.20338674,14.89
28:07.1,-77.69307701,26.78
28:07.1,-79.89323494,26.78
28:07.2,-77.25762909,6.63
28:07.2,-76.28933041,-9.49
28:07.3,-77.52118967,17.9
28:07.3,-77.87069393,26.36
28:07.4,-76.28933041,-6.86
28:07.4,-76.37527408,11.5
28:07.5,-78.22019818,27.67
28:07.5,-79.36611377,21.31
28:07.6,-76.90239525,-8.47
28:07.6,-76.73050791,20.94
28:07.6,-77.60713334,20.94
28:07.7,-79.62967436,28.48
28:07.7,-77.42951642,14.27
28:07.8,-76.63883467,4.72
28:07.8,-77.69307701,24.03
28:07.9,-78.92493627,31.09
28:07.9,-76.552891,1.69
28:08.0,-76.552891,19.08
28:08.0,-77.16595584,28.86
28:08.1,-78.74731935,30.94
28:08.1,-77.34357275,13.39
28:08.2,-78.04831084,28.31
28:08.2,-78.13425451,14.1
28:08.3,-77.60713334,27.73
28:08.3,-78.3978151,28.51
28:08.4,-77.60713334,28.51
28:08.4,-77.9566376,21.89
28:08.4,-77.87069393,29.89
28:08.5,-77.42951642,17.82
28:08.5,-77.9566376,25.51
28:08.6,-78.13425451,28.55
28:08.6,-77.69307701,17.3
28:08.7,-76.28933041,21.62
28:08.7,-76.73050791,30.45
28:08.8,-76.63883467,31.4
28:08.8,-76.73050791,30.87
28:08.9,-77.25762909,30.87
28:08.9,-77.25762909,30.28
28:09.0,-77.25762909,27.73
28:09.0,-77.52118967,27.73
28:09.1,-77.16595584,28.62
28:09.1,-76.90239525,31.74
28:09.2,-76.63883467,29.35
28:09.2,-76.28933041,30.38
28:09.2,-76.20338674,31.96
28:09.3,-75.49864865,31.72
28:09.3,-74.97152748,32.04
28:09.4,-74.18084573,30.61
28:09.4,-73.29849072,30.14
28:09.5,-72.59948221,31.09
