time

# header_update,time,theta

# header_update,time,theta,motor velocity
11:12:33.495,107.57855559971651,21.47
11:12:35.041,101.33904521155657,21.47
11:12:35.088,103.88870739955581,21.47
11:12:35.133,105.99719208536193,21.47
11:12:35.180,107.40093868324917,21.47
11:12:35.226,109.0739754448127,21.47
11:12:35.273,109.1599191140711,21.47
11:12:35.324,110.03654454050681,21.47
11:12:35.379,110.12821778771577,21.47
11:12:35.426,110.47772204269992,21.47
11:12:35.472,110.56366571195834,21.47
11:12:35.518,111.18246013061882,21.47
11:12:35.565,110.30010512623258,21.47
11:12:35.611,109.95060087124841,21.47
11:12:35.660,109.95060087124841,21.47
11:12:35.704,110.12821778771577,21.47
11:12:35.750,109.77298395478103,21.47
11:12:35.797,110.03654454050681,21.47
11:12:35.844,109.86465720199,21.47
11:12:35.883,109.33753603053849,21.47
11:12:35.932,110.03654454050681,21.47
11:12:35.980,108.98230219760374,21.47
11:12:36.028,108.81041485908695,21.47
11:12:36.076,108.63279794261958,21.47
11:12:36.123,107.84211618544228,21.47
11:12:36.163,108.19162044042646,21.47
11:12:36.212,107.66449926897492,21.47
11:12:36.259,106.96549075900658,21.47
11:12:36.307,106.96549075900658,21.47
11:12:36.352,105.20651032818465,21.47
11:12:36.398,106.3466963403461,21.47
11:12:36.445,105.02889341171726,21.47
11:12:36.491,105.99719208536193,21.47
11:12:36.538,104.94294974245886,21.47
11:12:36.587,105.02889341171726,21.47
11:12:36.646,106.70193017328083,21.47
11:12:36.691,106.08313575462033,21.47
11:12:36.738,105.29245399744305,21.47
11:12:36.783,106.61025692607186,21.47
11:12:36.830,105.37839766670143,21.47
11:12:36.876,106.70193017328083,21.47
11:12:36.922,107.051434428265,21.47
11:12:36.967,107.40093868324917,21.47
11:12:37.012,107.31499501399075,21.47
11:12:37.059,107.84211618544228,21.47
11:12:37.105,107.92805985470068,21.47
11:12:37.151,108.45518102615222,21.47
11:12:37.197,108.45518102615222,21.47
11:12:37.243,108.54685427336118,21.47
11:12:37.289,108.71874161187799,21.47
11:12:37.335,108.98230219760374,21.47
11:12:37.396,108.2832936876354,21.47
11:12:37.429,107.92805985470068,21.47
11:12:37.475,108.54685427336118,21.47
11:12:37.536,108.54685427336118,21.47
11:12:37.571,108.01973310190965,21.47
11:12:37.629,108.89635852834535,21.47
11:12:37.674,108.45518102615222,21.47
11:12:37.719,108.2832936876354,21.47
11:12:37.763,109.77298395478103,21.47
11:12:37.812,107.66449926897492,21.47
11:12:37.851,109.1599191140711,21.47
11:12:37.899,107.7561725161839,21.47
11:12:37.950,108.2832936876354,21.47
11:12:37.997,108.19162044042646,21.47
11:12:38.043,107.40093868324917,21.47
11:12:38.087,108.10567677116806,21.47
11:12:38.133,107.66449926897492,21.47
11:12:38.179,107.84211618544228,21.47
11:12:38.226,106.43836958755504,21.47
11:12:38.273,107.1373780975234,21.47
11:12:38.319,106.70193017328083,21.47
11:12:38.380,106.43836958755504,21.47
11:12:38.425,106.87381751179764,21.47
11:12:38.472,106.78787384253923,21.47
11:12:38.517,107.1373780975234,21.47
11:12:38.563,108.36923735689382,21.47
11:12:38.610,106.3466963403461,21.47
11:12:38.655,108.89635852834535,21.47
11:12:38.701,106.96549075900658,21.47
11:12:38.747,107.7561725161839,21.47
11:12:38.794,108.01973310190965,21.47
11:12:38.841,107.31499501399075,21.47
11:12:38.887,108.19162044042646,21.47
11:12:38.932,107.84211618544228,21.47
11:12:38.980,108.63279794261958,21.47
11:12:39.025,108.2832936876354,21.47
11:12:39.071,108.81041485908695,21.47
11:12:39.117,108.71874161187799,21.47
11:12:39.164,108.71874161187799,21.47
11:12:39.211,108.81041485908695,21.47
11:12:39.274,108.63279794261958,21.47
11:12:39.320,108.2832936876354,21.47
11:12:39.367,108.36923735689382,21.47
11:12:39.413,108.2832936876354,21.47
11:12:39.459,108.01973310190965,21.47
11:12:39.521,108.10567677116806,21.47
11:12:39.556,108.01973310190965,21.47
11:12:39.614,108.10567677116806,21.47
11:12:39.660,107.66449926897492,21.47
11:12:39.707,107.84211618544228,21.47
11:12:39.747,107.66449926897492,21.47
11:12:39.801,107.92805985470068,21.47
11:12:39.835,107.7561725161839,21.47
11:12:39.884,107.57855559971651,21.47
11:12:39.941,108.01973310190965,21.47
11:12:39.987,107.66449926897492,21.47
11:12:40.027,107.66449926897492,21.47
11:12:40.080,107.57855559971651,21.47
11:12:40.127,107.84211618544228,21.47
11:12:40.173,107.92805985470068,21.47
11:12:40.218,107.92805985470068,21.47
11:12:40.265,107.66449926897492,21.47
11:12:40.313,107.7561725161839,21.47
11:12:40.360,107.7561725161839,21.47
11:12:40.407,107.92805985470068,21.47
11:12:40.453,108.01973310190965,21.47
11:12:40.500,108.01973310190965,21.47
11:12:40.547,107.92805985470068,21.47
11:12:40.593,107.84211618544228,1.94
11:12:40.640,107.22905134473235,1.94
11:12:40.686,106.52431325681347,5.83
11:12:40.733,105.64195825242722,4.82
11:12:40.779,105.64195825242722,1.94
11:12:40.825,105.4700709139104,1.94
11:12:40.871,105.64195825242722,0.49
11:12:40.917,106.16907942387874,-0.97
11:12:40.964,106.16907942387874,0.97
11:12:41.011,106.43836958755504,1.94
11:12:41.057,106.52431325681347,1.91
11:12:41.104,106.43836958755504,2.88
11:12:41.151,106.61025692607186,3.45
11:12:41.197,106.70193017328083,2.87
11:12:41.244,106.70193017328083,2.87
11:12:41.290,106.70193017328083,3.81
11:12:41.338,106.70193017328083,3.88
11:12:41.383,106.87381751179764,3.81
11:12:41.430,106.61025692607186,3.8
11:12:41.476,106.61025692607186,3.77
11:12:41.523,106.87381751179764,3.79
11:12:41.583,106.78787384253923,3.88
11:12:41.629,106.87381751179764,3.89
11:12:41.675,106.96549075900658,4.85
11:12:41.721,106.78787384253923,3.88
11:12:41.768,106.87381751179764,5.16
11:12:41.813,106.96549075900658,4.83
11:12:41.859,106.96549075900658,4.3
11:12:41.907,106.87381751179764,4.81
11:12:41.952,106.61025692607186,4.81
11:12:41.997,106.87381751179764,4.87
11:12:42.042,106.78787384253923,4.87
11:12:42.088,106.87381751179764,4.78
11:12:42.133,106.87381751179764,4.85
11:12:42.179,107.1373780975234,5.12
11:12:42.225,106.96549075900658,5.83
11:12:42.273,107.40093868324917,4.84
11:12:42.319,107.051434428265,5.16
11:12:42.366,107.22905134473235,5.81
11:12:42.420,107.051434428265,5.83
11:12:42.467,107.22905134473235,4.81
11:12:42.521,107.31499501399075,4.84
11:12:42.568,107.22905134473235,6.85
11:12:42.616,107.22905134473235,5.71
11:12:42.661,107.22905134473235,6.5
11:12:42.708,107.22905134473235,6.8
11:12:42.754,107.1373780975234,6.8
11:12:42.800,107.31499501399075,6.8
11:12:42.847,107.31499501399075,5.98
11:12:42.883,107.051434428265,6.78
11:12:42.931,107.22905134473235,5.67
11:12:42.985,107.31499501399075,6.81
11:12:43.031,107.1373780975234,6.01
11:12:43.078,107.22905134473235,5.78
11:12:43.123,107.40093868324917,5.99
11:12:43.163,107.22905134473235,5.75
11:12:43.212,107.1373780975234,6.8
11:12:43.262,107.051434428265,6.83
11:12:43.307,107.40093868324917,6.64
11:12:43.353,106.96549075900658,6.64
11:12:43.401,107.1373780975234,6.63
11:12:43.567,107.31499501399075,6.32
11:12:43.600,107.40093868324917,6.32
11:12:43.636,107.49261193045812,7.67
11:12:43.682,107.49261193045812,7.71
11:12:43.729,107.40093868324917,6.71
11:12:43.776,107.40093868324917,6.63
11:12:43.820,107.7561725161839,7.59
11:12:43.871,107.57855559971651,7.58
11:12:43.915,107.40093868324917,6.63
11:12:43.964,107.40093868324917,6.71
11:12:44.018,107.40093868324917,6.71
11:12:44.058,107.40093868324917,6.71
11:12:44.101,107.40093868324917,6.71
11:12:44.155,107.22905134473235,6.8
11:12:44.202,107.40093868324917,6.64
11:12:44.248,107.49261193045812,6.8
11:12:44.295,107.40093868324917,8.52
11:12:44.336,107.57855559971651,7.16
11:12:44.398,107.49261193045812,6.96
11:12:44.440,107.49261193045812,7.71
11:12:44.483,107.66449926897492,7.03
11:12:44.525,107.84211618544228,6.73
11:12:44.578,107.49261193045812,7.73
11:12:44.622,107.40093868324917,7.85
11:12:44.669,107.66449926897492,7.55
11:12:44.714,107.57855559971651,6.74
11:12:44.760,107.57855559971651,6.74
11:12:44.804,107.31499501399075,6.68
11:12:44.852,107.051434428265,8.45
11:12:44.900,107.31499501399075,6.88
11:12:44.947,107.66449926897492,6.81
11:12:44.996,107.49261193045812,6.66
11:12:45.048,107.49261193045812,7.0
11:12:45.091,107.66449926897492,7.92
11:12:45.139,107.1373780975234,7.48
11:12:45.179,107.22905134473235,7.75
11:12:45.228,107.40093868324917,8.62
11:12:45.281,107.49261193045812,6.83
11:12:45.328,107.22905134473235,6.91
11:12:45.374,107.57855559971651,7.73
11:12:45.420,107.49261193045812,6.01
11:12:45.467,107.57855559971651,7.54
11:12:45.514,107.7561725161839,7.71
11:12:45.561,107.49261193045812,7.71
11:12:45.608,107.7561725161839,6.88
11:12:45.655,107.49261193045812,8.65
11:12:45.708,107.40093868324917,7.73
11:12:45.741,107.84211618544228,8.62
11:12:45.790,107.31499501399075,6.76
11:12:45.838,107.22905134473235,6.82
11:12:45.887,107.57855559971651,7.75
11:12:45.932,107.66449926897492,7.63
11:12:45.978,107.66449926897492,6.64
11:12:46.025,107.57855559971651,7.49
11:12:46.072,107.49261193045812,8.25
11:12:46.120,107.49261193045812,6.76
11:12:46.165,107.66449926897492,6.81
11:12:46.218,107.49261193045812,8.74
11:12:46.270,107.57855559971651,6.85
11:12:46.318,107.31499501399075,6.81
11:12:46.365,107.66449926897492,8.72
11:12:46.404,107.84211618544228,8.72
11:12:46.444,107.40093868324917,7.77
11:12:46.500,107.66449926897492,5.84
11:12:46.549,107.40093868324917,7.71
11:12:46.590,107.40093868324917,7.81
11:12:46.644,107.22905134473235,6.71
