time

# header_update,time,motor velocity

# header_update,time,motor velocity,theta
13:16:16.737,-3.8,-251.63160443269868
13:16:18.332,-3.8,108.10567677116806
13:16:18.378,-3.8,108.36923735689382
13:16:18.424,-3.8,108.2832936876354
13:16:18.470,-3.8,108.2832936876354
13:16:18.516,-3.8,108.36923735689382
13:16:18.564,-3.8,108.2832936876354
13:16:18.612,-3.8,108.01973310190965
13:16:18.658,-3.8,108.19162044042646
13:16:18.705,-3.8,108.36923735689382
13:16:18.751,-3.8,108.10567677116806
13:16:18.797,-3.8,108.19162044042646
13:16:18.843,-3.8,108.2832936876354
13:16:18.888,-3.8,108.36923735689382
13:16:18.934,-3.8,108.19162044042646
13:16:18.982,-3.8,108.10567677116806
13:16:19.029,-3.8,108.45518102615222
13:16:19.076,-3.8,108.10567677116806
13:16:19.124,-3.8,108.10567677116806
13:16:19.169,-3.8,108.19162044042646
13:16:19.215,-3.8,108.2832936876354
13:16:19.263,-3.8,108.2832936876354
13:16:19.308,-3.8,108.2832936876354
13:16:19.354,-3.8,108.10567677116806
13:16:19.401,-3.8,108.01973310190965
13:16:19.446,-3.8,108.19162044042646
13:16:19.492,-3.8,108.10567677116806
13:16:19.544,-3.8,108.19162044042646
13:16:19.592,-3.8,108.2832936876354
13:16:19.640,-3.8,108.36923735689382
13:16:19.680,-3.8,108.19162044042646
13:16:19.728,-3.8,108.01973310190965
13:16:19.776,-3.8,108.19162044042646
13:16:19.824,-3.8,108.36923735689382
13:16:19.872,-3.8,108.19162044042646
13:16:19.920,-3.8,108.36923735689382
13:16:19.967,-3.8,108.19162044042646
13:16:20.014,-3.8,108.36923735689382
13:16:20.056,-3.8,108.19162044042646
13:16:20.104,-3.8,108.19162044042646
13:16:20.152,-3.8,108.2832936876354
13:16:20.201,-3.8,108.10567677116806
13:16:20.248,-3.8,108.19162044042646
13:16:20.295,-3.8,108.2832936876354
13:16:20.342,-3.8,108.54685427336118
13:16:20.388,-3.8,108.36923735689382
13:16:20.434,-3.8,108.10567677116806
13:16:20.481,-3.8,108.19162044042646
13:16:20.528,-3.8,108.10567677116806
13:16:20.577,-3.8,108.2832936876354
13:16:20.624,-3.8,108.10567677116806
13:16:20.762,-3.8,108.10567677116806
13:16:20.811,-3.8,108.19162044042646
13:16:20.856,-3.8,108.10567677116806
13:16:20.903,-3.8,108.10567677116806
13:16:20.948,-3.8,108.2832936876354
13:16:20.992,-3.8,108.19162044042646
13:16:21.040,-3.8,108.19162044042646
13:16:21.091,-3.8,108.2832936876354
13:16:21.136,-3.8,108.2832936876354
13:16:21.193,-3.8,108.19162044042646
13:16:21.240,-3.8,108.19162044042646
13:16:21.286,-3.8,108.19162044042646
13:16:21.330,-3.8,108.19162044042646
13:16:21.376,-3.8,108.10567677116806
13:16:21.422,-3.8,108.36923735689382
13:16:21.462,-3.8,108.36923735689382
13:16:21.518,-3.8,108.2832936876354
13:16:21.563,-3.8,108.2832936876354
13:16:21.607,-3.8,108.2832936876354
