kp,ki,kd,max_wheel_torque,score,angle_rms,max_angle,omega_rms,torque_rms,sat_fraction,fall_penalty
3.5056748072886745,0.02233603963646136,0.9966047829512468,0.6237482993415486,90.38039001588575,3.04159826639603,3.2491559232975353,21.172606586448,0.054353853565762694,0.9925,57.27805400573592
4.055045715267829,0.3472147019348192,1.1993178528845416,0.5373445519767307,90.38298973070907,3.0459363877151313,3.2492257324553218,21.14322157151956,0.034540169966849055,0.9925,57.27986904383837
2.9192120796871066,0.08584064055812338,0.8580893375764641,0.788500987051653,90.39206400518844,3.0448689183444877,3.2497039645421757,21.14301458229037,0.03468596685373958,0.9925,57.292303078096566
3.5071738285923066,0.12982279935185356,0.9991518968962475,0.7561886040482264,90.39624766932067,3.0462985096913435,3.2490836054214207,21.17345935839108,0.04931574159631787,0.9925,57.27617374095694
1.127560429878641,0.1664967241790768,0.28775303188004325,0.6523604960118828,90.47886676977612,3.0540057864142183,3.2511877217088703,21.161692373189467,0.039641867980399134,0.9925,57.33088076443062
1.7023916669616925,0.1286291335402948,0.4523430907949719,0.3956216733094091,90.48482961917107,3.053108367556012,3.251299059883362,21.17423768877537,0.045309586810920496,0.9925,57.333775556967424
0.9790566192462892,0.2056756002621992,0.22129970287352557,0.843840088782598,90.48640740612512,3.057269707639623,3.2504933778161975,21.190133602883574,0.049842222238680976,0.9925,57.31282782322113
3.9407837529691765,0.13752458704958162,1.1077858911828942,0.38936737095605256,90.54628841904555,3.049328674069445,3.2536296809747913,21.195096831921333,0.057215690820289676,0.9925,57.39437170534458
1.1727860971482698,0.2767582908635978,0.33934593967961535,0.8136367946297705,90.54774321292325,3.0617376168816453,3.2530484026042843,21.133535376429244,0.028093287620016685,0.9925,57.379258467711395
2.8480507456850517,0.2914373686202431,0.846312820362654,0.3842749810365308,90.57040255761893,3.046766484639847,3.255862950189723,21.139979695249224,0.03272854259045869,0.9925,57.4524367049328
1.823875509023281,0.3215777883159383,0.5562597677524163,0.6025683407499911,90.65078021319741,3.0876079220413994,3.253294746008099,21.12003241527973,0.02033068277255053,0.9925,57.38566339621059
1.0033492973530207,0.32060414579816277,0.29165250925595937,0.17805941713213483,90.69079826731641,3.0720744004766702,3.2581725559237045,21.087557679036937,0.024584111724973982,0.98875,57.51248645401631
1.0195250183483382,0.2170522503199037,0.3051339123121212,0.5769090378230076,90.73064346386252,3.098905862560022,3.2546540653935603,21.113901453008737,0.016582405597018898,0.9925,57.42100570023257
1.8921945780047378,0.0489189438338849,0.58389518334802,0.46266702644616375,90.79857796435195,3.120021675867147,3.2542849209247597,21.102386724196037,0.010235141246724717,0.9925,57.41140794404376
3.978476435879321,0.0008080704053597009,1.19217482812519,0.36067228947311636,90.81515527392835,3.043645128933849,3.265008193155803,21.140395938745066,0.03674789732980554,0.9925,57.69021302205087
3.333016512818768,0.03558516601630059,1.0034810934705003,0.1889713998488282,90.88861967333018,3.0493759031058545,3.268229085215809,21.100862913051277,0.03142603857436282,0.98875,57.77395621561104
1.5593150325389469,0.10572504907427346,0.485068417070155,0.4624572248018609,90.9034932327246,3.1299486351222026,3.2567082067672453,21.097197110493926,0.007960234221502629,0.9925,57.474413375948366
1.2312583435523248,0.1779234584564297,0.4967605810741038,0.5056265471119636,91.10118156799398,3.14616754201563,3.26159560383748,21.087963485756696,0.0065963927173738335,0.9925,57.601485699774486
2.3147908558556978,0.2511737016745486,0.9727692950520124,0.8990575275500736,91.10256450492525,3.1461695191218637,3.2616377144545177,21.0881248074273,0.007122002961593544,0.9925,57.60258057581746
2.3786910923834195,0.27561235612102575,1.0019016888327434,0.7659230899483841,91.1027233562426,3.1461696914609285,3.2616431038536944,21.08813024064045,0.007142344957128081,0.9925,57.60272070019605
2.857904177708261,0.007564227958115648,0.9950244705493422,0.822120578879825,91.10423175652303,3.146137553348947,3.2616980140281564,21.088214428664273,0.0074055154926849,0.9925,57.60414836473206
3.1252866526936978,0.17174744802408232,1.1266352168704796,0.5787960392820566,91.10445169317315,3.1461575964288837,3.261702791893566,21.088209728611044,0.007436971973385366,0.9925,57.604272589232714
2.8365435360170124,0.34733144741954297,1.0721791741807984,0.7114560145927119,91.10445169317315,3.1461575964288837,3.261702791893566,21.088209728611044,0.007436971973385366,0.9925,57.604272589232714
2.0853126739732626,0.17100441587303666,0.8021797710610272,0.8667174427852274,91.10445169317315,3.1461575964288837,3.261702791893566,21.088209728611044,0.007436971973385366,0.9925,57.604272589232714
3.0740328923153033,0.2665013971144027,1.0859268889175826,0.6905219600387636,91.10445169317315,3.1461575964288837,3.261702791893566,21.088209728611044,0.007436971973385366,0.9925,57.604272589232714
2.85496304807148,0.16669005800535397,1.1937480637433293,0.655948107734268,91.10445169317315,3.1461575964288837,3.261702791893566,21.088209728611044,0.007436971973385366,0.9925,57.604272589232714
2.6911838746988637,0.21062116455369795,1.1237500160884637,0.5007301924699473,91.10445169317315,3.1461575964288837,3.261702791893566,21.088209728611044,0.007436971973385366,0.9925,57.604272589232714
2.5076130514926267,0.3453210407235127,0.8669570784842993,0.8633959950028809,91.1047401200194,3.1460522364017383,3.2617297842052415,21.08825866003804,0.007175010601881594,0.9925,57.60497438933627
2.0201927621730733,0.09023294339582404,0.7114344214333446,0.45748679116878244,91.10810473429811,3.1460735784272087,3.2618474244392752,21.088268924500426,0.0070998659576690226,0.9925,57.60803303542115
2.0355322497613586,0.17156913984055525,0.7120053041574592,0.5199674818879999,91.11031491587738,3.146072634735472,3.261927146079646,21.088279774373596,0.007009507823862856,0.9925,57.61010579807079
1.0661385401451833,0.3208969426702185,0.39940892994915145,0.6060969089359437,91.11406942027713,3.146158737983328,3.2620587077151386,21.088103259335,0.006197394343817068,0.9925,57.6135264005936
1.1174363429830567,0.1576350782634485,0.45754166859444584,0.8450737416364514,91.1144332082055,3.1461678480526034,3.2620709780106467,21.08790526024095,0.006449310402335467,0.9925,57.61384542827682
0.4780432111659287,0.08037961049959934,0.1755502169880948,0.6582440052096431,91.1145476128561,3.1461877659440614,3.262083294097563,21.08783959187066,0.0053139103993558754,0.9925,57.614165646536634
3.102406048088846,0.2690196563107827,1.0253783099197795,0.5285936121776236,91.11707563227071,3.1460264208095197,3.2621772477091837,21.088337790441297,0.006687587995941226,0.9925,57.61660844043878
2.6185324003317936,0.2371672672599279,0.8764081689642119,0.5752033464895401,91.11742745378824,3.1460447828879317,3.2621871788325247,21.088329689203256,0.006701756978039791,0.9925,57.616866649645644
2.7333295890233287,0.11254098878431483,0.9036085200071247,0.7510420753820423,91.12121075697578,3.146036160905186,3.2623243625727008,21.08835469656165,0.00656833077908089,0.9925,57.620433426890216
1.3819404641419624,0.2880876679824149,0.49023781569957064,0.8927913430203619,91.12122864316498,3.146090595639314,3.2623170390196954,21.088323106363273,0.006639702043686838,0.9925,57.62024301451209
1.9749091894984465,0.2307979221421656,0.8778536448585215,0.7264856189382428,91.12491414475538,3.146171457942251,3.262446163415575,21.08786386525676,0.006360764990181157,0.9925,57.62360024880496
2.044125043493428,0.23167078015441325,0.6772979397627085,0.7379236568298101,91.12897585921044,3.1460581181438334,3.262600053764653,21.088381477382534,0.006357161087274721,0.9925,57.627601397880966
1.8417309722141946,0.26331512005174346,0.6149307531811603,0.7126994909611748,91.1292152047911,3.146066229539956,3.2626074823857794,21.088378016149136,0.006358293479168508,0.9925,57.62779454203026
3.5105855767714775,0.28072092544500343,1.1111479673194686,0.7669373179630737,91.1295033516218,3.1449161327114292,3.2627720697832836,21.08917993099822,0.006195577779488847,0.9925,57.63207381436537
2.3174605901395204,0.2780599606735595,0.7547963190860856,0.7131289385586448,91.13212894042067,3.1460450957715307,3.262715066273762,21.08840461593246,0.006259421184926126,0.9925,57.63059172311782
2.495430643080223,0.14905873023072844,0.7892786101843695,0.8006179738142437,91.13853483008077,3.1458957537012386,3.262964666839597,21.08857706538703,0.0060412704490775,0.9925,57.63708133782952
3.504732691423628,0.07270103867303873,0.31875783522938983,0.17254093407088408,91.14007253162399,3.145135561089462,3.2635292003446734,21.105015867793252,0.02482532199189184,0.98875,57.65175920896151
1.3120804031055076,0.23959672568778703,0.42058374996650516,0.8661737938918558,91.1415500677495,3.1458323634586898,3.2630802493167526,21.088681376502336,0.006004329778960753,0.9925,57.64008648223556
2.8860801638174673,0.32757812480250403,1.0277015638537303,0.3916617553672037,91.14890730055272,3.1461571448549863,3.2632991152718938,21.08770751895921,0.007281943744282025,0.9925,57.645776997069234
5.545409883771824,0.003240923637393195,0.24221993027739513,0.1734626346762334,91.15285935604919,3.145199942835597,3.2639694411919864,21.105439367714062,0.024957936982248383,0.98875,57.663205470991656
4.095976025286447,0.10586809839827484,1.138092007605871,0.4247516164174022,91.15598164309448,3.1146307046740174,3.265779104262034,21.215561595510827,0.05767706742846333,0.9925,57.710256710812885
3.870143745431224,0.32651527384463863,1.1773689517289803,0.20223047744354597,91.16316739167004,3.051038791313627,3.2773877843276864,21.110856785089528,0.031246204817995744,0.99,58.012082392519844
1.1683830436274292,0.22873893899277514,0.5495008184974757,0.44468863252280544,91.17433580751336,3.1461713958695534,3.264216266301926,21.087649829374822,0.006139343325137761,0.9925,57.66962292385007
0.8022039868161526,0.04822773757473181,0.3792705012417188,0.5646736905483462,91.17804146584263,3.146170275300448,3.264349009364251,21.087632605384442,0.0061402411521861225,0.9925,57.67307424347052
