time

# header_update,time,motor velocity

# header_update,time,motor velocity,theta
13:38:35.576,-3.06,5.5423
13:38:37.171,-3.06,5.5883
13:38:37.217,-3.06,5.5852
13:38:37.264,-3.06,5.5852
13:38:37.310,-3.06,5.5776
13:38:37.357,-3.06,5.599
13:38:37.404,-3.06,5.5975
13:38:37.451,-3.06,5.6036
13:38:37.498,-3.06,5.5745
13:38:37.544,-3.06,5.5745
13:38:37.590,-3.06,5.5653
13:38:37.638,-3.06,5.5791
13:38:37.686,-3.06,5.5668
13:38:37.733,-3.06,5.5822
13:38:37.779,-3.06,5.5637
13:38:37.820,-3.06,5.5622
13:38:37.868,-3.06,5.5745
13:38:37.919,-3.06,5.573
13:38:37.966,-3.06,5.5684
13:38:38.014,-3.06,5.5576
13:38:38.061,-3.06,5.5684
13:38:38.110,-3.06,5.5438
13:38:38.155,-3.06,5.5622
13:38:38.202,-3.06,5.5668
13:38:38.247,-3.06,5.5637
13:38:38.295,-3.06,5.5668
13:38:38.341,-3.06,5.5653
13:38:38.387,-3.06,5.5699
13:38:38.433,-3.06,5.5699
13:38:38.479,-3.06,5.5668
13:38:38.524,-3.06,5.5898
13:38:38.572,-3.06,5.5699
13:38:38.617,-3.06,5.5714
13:38:38.663,-3.06,5.5515
13:38:38.709,-3.06,5.5806
13:38:38.755,-3.06,5.5653
13:38:38.817,-3.06,5.5714
13:38:38.862,-3.06,5.5791
13:38:38.910,-3.06,5.576
13:38:38.948,-3.06,5.5791
13:38:38.996,-3.06,5.5852
13:38:39.044,-3.06,5.5822
13:38:39.095,-3.06,5.5944
13:38:39.132,-3.06,5.5806
13:38:39.181,-3.06,5.5883
13:38:39.229,-3.06,5.5776
13:38:39.277,-3.06,5.5776
13:38:39.325,-3.06,5.5883
13:38:39.373,-3.06,5.5714
13:38:39.420,-3.06,5.576
13:38:39.460,-3.06,5.573
13:38:39.509,-3.06,5.5699
13:38:39.560,-3.06,5.5668
13:38:39.604,-3.06,5.5868
13:38:39.652,-3.06,5.5699
13:38:39.700,-3.06,5.5791
13:38:39.741,-3.06,5.5822
13:38:39.788,-3.06,5.5791
13:38:39.837,-3.06,5.5714
13:38:39.884,-3.06,5.5914
13:38:39.933,-3.06,5.5699
13:38:39.978,-3.06,5.5806
13:38:40.023,-3.06,5.5822
13:38:40.075,-3.06,5.5929
13:38:40.116,-3.06,5.5714
13:38:40.163,-3.06,5.5822
13:38:40.210,-3.06,5.5868
13:38:40.257,-3.06,5.5837
13:38:40.304,-3.06,5.5714
13:38:40.351,-3.06,5.5852
13:38:40.396,-3.06,5.5776
13:38:40.444,-3.06,5.5714
13:38:40.491,-3.06,5.5791
13:38:40.537,-3.06,5.5776
13:38:40.584,-3.06,5.5944
13:38:40.631,-3.06,5.5929
13:38:40.678,-3.06,5.5898
13:38:40.732,-3.06,5.596
13:38:40.772,-3.06,5.5975
13:38:40.818,-3.06,5.5653
13:38:40.865,-3.06,5.5883
13:38:40.917,-3.06,5.5975
13:38:40.974,-3.06,5.5791
13:38:41.019,-3.06,5.5806
13:38:41.065,-3.06,5.5699
13:38:41.112,-3.06,5.576
13:38:41.156,-3.06,5.5852
13:38:41.196,-3.06,5.5776
13:38:41.244,-3.06,5.5684
13:38:41.292,-3.06,5.5852
13:38:41.343,-3.06,5.5852
13:38:41.388,-3.06,5.5637
13:38:41.435,-3.06,5.5806
13:38:41.481,-3.06,5.5806
13:38:41.528,-3.06,5.5837
13:38:41.573,-3.06,5.576
13:38:41.619,-3.06,5.5806
13:38:41.666,-3.06,5.576
13:38:41.712,-3.06,5.5944
13:38:41.760,-3.06,5.5852
13:38:41.806,-3.06,5.5868
13:38:41.850,-3.06,5.5745
13:38:41.896,-3.06,5.5822
13:38:41.958,-3.06,5.5576
13:38:42.003,-3.06,5.5776
13:38:42.049,-3.06,5.5637
13:38:42.095,-3.06,5.5822
13:38:42.142,-3.06,5.5622
13:38:42.188,-3.06,5.5653
13:38:42.234,-3.06,5.5622
13:38:42.279,-3.06,5.5653
13:38:42.326,-3.06,5.5776
13:38:42.371,-3.06,5.5745
13:38:42.418,-3.06,5.5714
13:38:42.463,-3.06,5.5745
13:38:42.510,-3.06,5.576
13:38:42.558,-3.06,5.576
13:38:42.604,-3.06,5.573
13:38:42.650,-3.06,5.5668
13:38:42.697,-3.06,5.5637
13:38:42.743,-3.06,5.576
13:38:42.789,0.86,5.5791
13:38:42.835,0.77,5.5791
13:38:42.880,-0.07,5.5684
13:38:42.941,0.88,5.573
13:38:42.988,0.42,5.573
13:38:43.033,-0.42,5.5822
13:38:43.079,0.42,5.5684
13:38:43.126,-0.89,5.5883
13:38:43.171,0.45,5.5898
13:38:43.220,-0.29,5.5898
13:38:43.266,0.45,5.5883
13:38:43.310,0.42,5.5822
13:38:43.357,-0.42,5.576
13:38:43.403,0.78,5.5791
13:38:43.448,0.78,5.6021
13:38:43.496,3.08,5.6006
13:38:43.541,4.42,5.6128
13:38:43.587,3.54,5.6098
13:38:43.633,3.56,5.6128
13:38:43.678,3.56,5.6159
13:38:43.726,6.24,5.6727
13:38:43.772,12.43,5.7417
13:38:43.820,20.39,5.823
13:38:43.866,27.2,5.8982
13:38:43.914,29.5,5.9933
13:38:43.959,30.39,6.1436
13:38:44.005,30.39,6.2832
