time

# header_update,time,w

# header_update,time,w,theta
10:39:29.885,29.04,0.006999999999999673
10:39:31.421,29.04,-0.46699999999999964
10:39:31.483,29.04,-0.4348000000000001
10:39:31.545,29.04,-0.3658000000000001
10:39:31.591,29.04,-0.31510000000000016
10:39:31.637,29.04,-0.2828999999999997
10:39:31.683,29.04,-0.18020000000000014
10:39:31.724,29.04,-0.15559999999999974
10:39:31.772,29.04,-0.08040000000000003
10:39:31.812,29.04,-0.0037000000000002586
10:39:31.869,29.04,0.06989999999999963
10:39:31.916,29.04,0.14660000000000029
10:39:31.961,29.04,0.18949999999999978
10:39:32.007,29.04,0.25399999999999956
10:39:32.052,29.04,0.3014999999999999
10:39:32.100,29.04,0.3628999999999998
10:39:32.140,29.04,0.3982000000000001
10:39:32.192,29.04,0.43960000000000043
10:39:32.238,29.04,0.48409999999999975
10:39:32.285,29.04,0.4794999999999998
10:39:32.332,29.04,0.49789999999999957
10:39:32.379,29.04,0.5193000000000003
10:39:32.425,29.04,0.5147000000000004
10:39:32.468,29.04,0.4886999999999997
10:39:32.519,29.04,0.4718
10:39:32.565,29.04,0.43189999999999973
10:39:32.612,29.04,0.39970000000000017
10:39:32.659,29.04,0.34750000000000014
10:39:32.706,29.04,0.3014999999999999
10:39:32.751,29.04,0.24019999999999975
10:39:32.796,29.04,0.1910999999999996
10:39:32.843,29.04,0.12659999999999982
10:39:32.889,29.04,0.07910000000000039
10:39:32.952,29.04,-0.02519999999999989
10:39:32.983,29.04,-0.05740000000000034
10:39:33.045,29.04,-0.12650000000000006
10:39:33.092,29.04,-0.18020000000000014
10:39:33.139,29.04,-0.2461000000000002
10:39:33.184,29.04,-0.28749999999999964
10:39:33.231,29.04,-0.32589999999999986
10:39:33.277,29.04,-0.37650000000000006
10:39:33.323,29.04,-0.38260000000000005
10:39:33.370,29.04,-0.4086999999999996
10:39:33.417,29.04,-0.42100000000000026
10:39:33.464,29.04,-0.4333
10:39:33.511,29.04,-0.4118000000000004
10:39:33.558,29.04,-0.4025999999999996
10:39:33.604,29.04,-0.37040000000000006
10:39:33.652,29.04,-0.3365999999999998
10:39:33.699,29.04,-0.29830000000000023
10:39:33.746,29.04,-0.24300000000000033
10:39:33.780,29.04,-0.20779999999999976
10:39:33.836,29.04,-0.1509999999999998
10:39:33.876,29.04,-0.10350000000000037
10:39:33.922,29.04,-0.04520000000000035
10:39:33.972,29.04,0.01470000000000038
10:39:34.020,29.04,0.06679999999999975
10:39:34.067,29.04,0.12509999999999977
10:39:34.114,29.04,0.17110000000000003
10:39:34.167,29.04,0.24479999999999968
10:39:34.213,29.04,0.28000000000000025
10:39:34.253,29.04,0.32760000000000034
10:39:34.299,29.04,0.3628999999999998
10:39:34.348,29.04,0.3844000000000003
10:39:34.396,29.04,0.3982000000000001
10:39:34.437,29.04,0.4196
10:39:34.484,29.04,0.4211999999999998
10:39:34.537,29.04,0.4180999999999999
10:39:34.580,29.04,0.41500000000000004
10:39:34.629,29.04,0.3905000000000003
10:39:34.675,29.04,0.39510000000000023
10:39:34.723,29.04,0.3399000000000001
10:39:34.765,29.04,0.3230000000000004
10:39:34.813,29.04,0.29380000000000006
10:39:34.860,29.04,0.23859999999999992
10:39:34.908,29.04,0.18949999999999978
10:39:34.955,29.04,0.1604000000000001
10:39:35.001,29.04,0.10820000000000007
10:39:35.047,29.04,0.04380000000000006
10:39:35.093,29.04,-0.023699999999999832
10:39:35.155,29.04,-0.07580000000000009
10:39:35.196,29.04,-0.11570000000000036
10:39:35.237,29.04,-0.16329999999999956
10:39:35.291,29.04,-0.20319999999999983
10:39:35.338,29.04,-0.2400000000000002
10:39:35.384,29.04,-0.2400000000000002
10:39:35.430,29.04,-0.27369999999999983
10:39:35.477,29.04,-0.31210000000000004
10:39:35.523,29.04,-0.30290000000000017
